,meta_pin,meta_year,meta_class,char_hd_sf,char_age,char_rooms,char_beds,char_frpl,char_fbath,char_hbath,char_bldg_sf,geo_longitude,geo_latitude
434010,14192180320000,2020.0,206,3750.0,113.0,9.0,4.0,1.0,2.0,0.0,2546.0,-87.67703805235288,41.948970238415384
434011,14192180330000,2020.0,205,3750.0,116.0,11.0,4.0,0.0,2.0,0.0,2160.0,-87.6769279042879,41.94897170726947
434013,14192180350000,2020.0,206,3750.0,116.0,11.0,4.0,0.0,2.0,0.0,2951.0,-87.67670758742612,41.94897466577099
434401,14193000170000,2020.0,206,3720.0,112.0,8.0,4.0,1.0,2.0,0.0,2932.0,-87.68737538733876,41.94603595415994
434402,14193000180000,2020.0,206,3720.0,112.0,7.0,4.0,0.0,2.0,0.0,2578.0,-87.68737245704195,41.94595381866224
434410,14193000260000,2020.0,205,3720.0,112.0,5.0,3.0,0.0,2.0,1.0,2152.0,-87.68734873791976,41.94529670505222
434415,14193010030000,2020.0,206,3750.0,95.0,10.0,4.0,0.0,2.0,0.0,2774.0,-87.68665560394984,41.946467919532736
434416,14193010040000,2020.0,206,3750.0,112.0,7.0,3.0,0.0,2.0,0.0,2553.0,-87.68654520152909,41.94646968284498
434430,14193010190000,2020.0,206,3720.0,107.0,12.0,4.0,0.0,3.0,1.0,2592.0,-87.68665486783617,41.94538911090637
434431,14193010200000,2020.0,206,3720.0,103.0,8.0,4.0,0.0,2.0,0.0,2858.0,-87.68665201263065,41.94530689123437
434433,14193010220000,2020.0,206,3720.0,97.0,7.0,3.0,0.0,3.0,0.0,2470.0,-87.68664624865926,41.94514248043233
434441,14193010300000,2020.0,206,3720.0,107.0,9.0,4.0,1.0,3.0,1.0,3308.0,-87.68615310345264,41.945726125943374
434444,14193010330000,2020.0,278,3720.0,6.0,9.0,4.0,1.0,3.0,1.0,3384.0,-87.68614498622777,41.94547952707753
434447,14193010360000,2020.0,206,3720.0,102.0,10.0,4.0,2.0,2.0,1.0,2752.0,-87.68613686888423,41.94523290024103
434466,14193020180000,2020.0,206,3720.0,108.0,8.0,4.0,0.0,2.0,0.0,2440.0,-87.68545009938654,41.945572614882146
434468,14193020200000,2020.0,278,3720.0,9.0,11.0,5.0,2.0,4.0,2.0,3217.0,-87.6854450112736,41.94540786497869
434475,14193020270000,2020.0,278,3720.0,9.0,8.0,4.0,3.0,3.0,1.0,3320.0,-87.68495005329872,41.94607522144846
434476,14193020280000,2020.0,204,3720.0,95.0,9.0,5.0,0.0,2.0,0.0,2136.0,-87.68494761713858,41.94599282637892
434478,14193020300000,2020.0,206,3720.0,102.0,11.0,5.0,1.0,3.0,0.0,2454.0,-87.68494274304422,41.945828063435656
434479,14193020310000,2020.0,205,3720.0,107.0,9.0,4.0,0.0,2.0,1.0,2142.0,-87.68494033167029,41.945745681793106
434482,14193020340000,2020.0,206,3720.0,110.0,8.0,4.0,1.0,2.0,1.0,2638.0,-87.6849329968965,41.94549848318343
434483,14193020350000,2020.0,278,3720.0,14.0,7.0,3.0,1.0,2.0,1.0,2560.0,-87.68493051696686,41.945416130666224
434485,14193020380000,2020.0,278,3720.0,3.0,7.0,4.0,1.0,2.0,1.0,2501.0,-87.68492325803292,41.94516894462915
